Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ADDC,ADDMASTER CORP,Pink No Information,17.000000,119.474300,0,Common Stock,USA,California
AFIPA,AMFI CORP A,Pink No Information,33950.000000,0.000000,0,Common Stock,USA,Florida
IWKS,AFP IMAGING CORP,Pink No Information,0.715000,782.031300,0,Common Stock,USA,New York
AFAP,AFA PROTECTIVE SYS INC,Pink No Information,200.000000,0.000000,0,Common Stock,USA,New York
RWMI,REGALWORKS MEDIA INC,Pink No Information,0.010000,0.000000,0,Common Stock,USA,California
AHAG,ALPHA TECHS GROUP INC,Pink No Information,0.015000,123.652200,0,Common Stock,USA,California
ATCD,ALTAIR CORP DELA,Pink No Information,3400.000000,642.857100,10,Common Stock,USA,Illinois
AWGL,AWG LTD,Pink No Information,0.150000,0.000000,0,Common Stock,USA,California
RHWI,RIVERHAWK AVIATION INC,Pink No Information,0.004000,162.957000,0,Common Stock,USA,North Carolina
BGII,BGI INC,Pink No Information,0.005650,0.000000,0,Common Stock,USA,Texas
BOGN,BOGEN COMMUNS INTL INC,Pink No Information,0.300000,0.000000,0,Common Stock,USA,New Jersey
ALSE,ALSERES PHARMS INC,Pink No Information,15.000000,51.428600,2,Common Stock,USA,Massachusetts
CTON,SECOND STREET CAPITAL INC,Pink No Information,0.020000,505.751300,0,Common Stock,USA,Florida
HDUP,HEADSUP ENTMT INTL INC,Pink No Information,0.004000,821.012700,24592,Common Stock,USA,Colorado
ENDO,ENDOCAN CORP,Pink No Information,0.010200,84.558300,86399,Common Stock,USA,Colorado
PPMD,PROTIDE PHARMS INC,Pink No Information,0.110000,11.294500,0,Common Stock,USA,Illinois
NTGL,NANOTECH GAMING INC,Pink No Information,0.002600,493.045800,301140,Common Stock,USA,Nevada
VOYT,VOYANT INTL CORP,Pink No Information,0.000400,44.905000,0,Common Stock,USA,California
SINX,SIONIX CORP,Pink No Information,0.000900,0.575500,0,Common Stock,USA,Texas
ADSV,ALLIED SEC INNOVATINS NEW,Pink No Information,0.002500,265.128700,29671750,Common Stock,USA,New Jersey
CWIR,CENTRAL WIRELESS INC,Pink No Information,0.000200,5.132100,25000,Common Stock,USA,California
PFNO,PARAFIN CORP,Pink No Information,0.000150,167.191700,1319052,Common Stock,USA,Nevada
ESDF,EAST SIDE FINCL INC,Pink No Information,0.200000,0.000000,0,Common Stock,USA,Florida
TPIL,TPI INTL INC,Pink No Information,0.010000,0.000000,0,Common Stock,USA,California
EUOT,EUROTECH LTD,Pink No Information,0.000100,64.144600,0,Common Stock,USA,Texas
ACGI,AMACORE GROUP INC A,Pink No Information,0.001600,22.784200,0,Common Stock,USA,Florida
FBCE,FIBERCORE INC,Pink No Information,0.001000,37.365800,0,Common Stock,USA,Massachusetts
NXES,NEXUS ENTERPRISE SLTNS,Pink No Information,0.028100,0.000000,0,Common Stock,USA,Florida
APGI,AMERICAN POWER GROUP CORP,Pink No Information,0.075000,179.952300,450796,Common Stock,USA,Iowa
HABC,HABERSHAM BANCORP,Pink No Information,0.017000,0.000000,0,Common Stock,USA,Georgia
HXPN,HARRIS EXPLORATION INC,Pink No Information,0.001600,0.000000,0,Common Stock,USA,Oklahoma
HRBR,HARBOR DIVERSIFIED INC,Pink No Information,0.045500,122.020000,0,Common Stock,USA,California
FPCG,FIRST PHYSICIANS CAP INC,Pink No Information,28.800000,0.000000,0,Common Stock,USA,California
GTLL,GLOBAL TECHS LTD,Pink No Information,0.000100,427.240500,0,Common Stock,USA,Nevada
CUBV,CUBA BEVERAGE CO,Pink No Information,0.000200,675.578800,0,Common Stock,USA,California
MYSN,MYSON GROUP INC,Pink No Information,0.017200,135.092600,0,Common Stock,USA,Nevada
WWCC,WORLD WIDE CHILD CARE CRP,Pink No Information,0.190000,59.570800,0,Common Stock,USA,Florida
KMFI,KELLER MFG CO INC,Pink No Information,0.020000,0.000000,0,Common Stock,USA,Kentucky
KYZN,KYZEN CORP A,Pink No Information,1.450000,93.318000,0,Common Stock,USA,Tennessee
MPML,MPM TECHS INC,Pink No Information,0.045000,18.446200,0,Common Stock,USA,Washington
LTEC,LOUD TECHNOLOGIES INC,Pink No Information,0.020000,0.000000,0,Common Stock,USA,Washington
CEVE,CERES VENTURES INC,Pink No Information,0.010000,235.251100,10040,Common Stock,USA,New York
MAJJ,MICHAEL ANTHONY JWLRS INC,Pink No Information,1700.000000,100.000000,0,Common Stock,USA,Florida
MAHN,MID-ATLANTIC HM HLTH NTWK,Pink No Information,0.125000,60.251400,0,Common Stock,USA,
MMTS,MULTI-MEDIA TUTORIAL SVCS,Pink No Information,0.001400,76.520000,0,Common Stock,USA,New York
PARD,PONIARD PHARMS INC,Pink No Information,0.027100,100.139400,130,Common Stock,USA,Washington
PARDP,PONIARD PHARM 2.4375 PFD,Pink No Information,0.400000,0.000000,0,Preferred Stock,USA,Washington
NTAH,NEVTAH CAPITAL MGMT CORP,Pink No Information,0.007800,226.690800,80000,Common Stock,USA,New York
NFTI,NOFIRE TECHNOLOGIES INC,Pink No Information,0.068000,505.626600,0,Common Stock,USA,New Jersey
OMRX,ORTHOMETRIX INC,Pink No Information,0.002500,0.000000,0,Common Stock,USA,Florida
OSIN,OPTIMUM SOURCE INTL LTD,Pink No Information,0.070000,0.000000,0,Common Stock,USA,Florida
UNDT,UNIVERSAL DETCTON TECH,Pink No Information,0.004000,50.396800,4001,Common Stock,USA,California
PRLO,PROLOGIC MGMT SYSTEMS INC,Pink No Information,0.008000,0.000000,0,Common Stock,USA,Arizona
PSCO,PROTOSOURCE CORP,Pink No Information,0.006000,0.000000,0,Common Stock,USA,Pennsylvania
HDYNQ,HYPERDYNAMICS CORP,Pink No Information,0.004000,69.015700,10837,Common Stock,USA,Texas
MEDT,MEDIATECHNICS CORP,Pink No Information,0.000300,350.513200,0,Common Stock,USA,Nevada
GACR,GREEN AUTOMOTIVE CO,Pink No Information,0.000300,41.695700,0,Common Stock,USA,California
VPRO,VIROPRO INC,Pink No Information,0.001560,142.044200,0,Common Stock,USA,California
SHGP,SHARPE RESOURCE CORP,Pink No Information,0.000800,282.752100,0,Common Stock,USA,Virginia
PFWIQ,PETRONE WORLDWIDE INC,Pink No Information,0.000100,123.371200,0,Common Stock,USA,Florida
VBTC,VUBOTICS INC,Pink No Information,0.001500,0.000000,0,Common Stock,USA,Georgia
DPSI,DECISIONPOINT SYST INC,Pink No Information,1.890000,25.246400,0,Common Stock,USA,California
DPSIP,DECISIONPOINT SYST PFD D,Pink No Information,2.940000,0.000000,0,Preferred Stock,USA,California
AHFP,ARTISANAL BRANDS INC,Pink No Information,0.025000,0.000000,0,Common Stock,USA,New York
ZCOM,IMPRESO INC,Pink No Information,1.020000,0.000000,0,Common Stock,USA,Texas
SMEV,SIMULATED ENVIR CNCPTS,Pink No Information,0.000200,14.907200,0,Common Stock,USA,Florida
WBRE,WILD BRUSH ENERGY INC,Pink No Information,0.000300,0.009900,2,Common Stock,USA,Washington
TXCCQ,TRANSWITCH CORP,Pink No Information,0.000300,17.987400,3866,Common Stock,USA,Connecticut
EXHI,EXLITES HOLDINGS INTL INC,Pink No Information,0.010000,0.000000,0,Common Stock,USA,California
EZEN,EZENIA! INC,Pink No Information,0.004000,0.414400,0,Common Stock,USA,New Hampshire
KIWB,KIWIBOX.COM INC,Pink No Information,0.000300,429.241000,0,Common Stock,USA,New York
WORC,WAKE UP NOW INC,Pink No Information,0.120000,0.000000,0,Common Stock,USA,Utah
HTSC,HERE TO SERVE HOLDING CRP,Pink No Information,0.008000,261.384700,48572,Common Stock,USA,New York
KTBA,CORTS BELLSOUTH TELCOM 7%,Pink No Information,27.060000,95.703200,600,Structured Product,USA,New York
CONC,CONECTISYS CORP,Pink No Information,0.003190,152.910900,0,Common Stock,USA,California
EDTA,E-DATA CORP,Pink No Information,0.003000,44.814800,155000,Common Stock,USA,New York
CHIF,CHINA FOOD & BEVERAGE CO,Pink No Information,0.018000,0.004100,0,Common Stock,USA,Nevada
ERGN,ERGO SCIENCE CORP,Pink No Information,8000.000000,0.000000,0,Common Stock,USA,Alabama
HAHI,HELP AT HOME INC,Pink No Information,0.020000,0.000000,0,Common Stock,USA,Illinois
GSFD,GLOBAL SEAFOOD TECH INC,Pink No Information,0.030000,70.825700,5300,Common Stock,USA,Mississippi
STRB,STRASBAUGH,Pink No Information,0.030000,0.000000,0,Common Stock,USA,California
CDIIQ,CD INTERNATIONAL ENT INC,Pink No Information,0.001000,141.699000,500,Common Stock,USA,Florida
ELCO,ELCOM INTL INC,Pink No Information,8.600000,868.550700,0,Common Stock,USA,Massachusetts
NICH,NITCHES INC,Pink No Information,0.070000,22.801600,0,Common Stock,USA,California
ECDD,ECRID INC,Pink No Information,0.147000,26.922000,1,Common Stock,USA,Florida
AXLE,T.J.T. INC,Pink No Information,0.270000,0.000000,0,Common Stock,USA,Idaho
GVSI,GOOD VIBRATIONS SHOES INC,Pink No Information,0.000100,36.333700,0,Common Stock,USA,Michigan
MLMN,MILLENNIUM PRIME INC,Pink No Information,0.003100,0.000000,0,Common Stock,USA,Florida
CBPJ,CBP CARBON INDUS INC,Pink No Information,0.060000,0.000000,0,Common Stock,USA,Texas
BEEN,BETTER ENVIRONMENT CNCPT,Pink No Information,0.003500,0.000000,0,Common Stock,USA,Washington
AOLS,AEOLUS PHARMS INC,Pink No Information,0.002400,21.465200,20000,Common Stock,USA,California
SPDE,SPEEDUS CORP,Pink No Information,0.005000,14.193900,940,Common Stock,USA,New Jersey
VSMD,VASAMED INC,Pink No Information,0.015000,46.140200,0,Common Stock,USA,Minnesota
NWXJ,NEWAX INC,Pink No Information,188.000000,0.000000,0,Common Stock,USA,Illinois
AGCZ,ANDES GOLD CORP,Pink No Information,0.008900,16.627800,16000,Common Stock,USA,Florida
MRPS,MICROPHONICS INC,Pink No Information,0.002200,108.627100,0,Common Stock,USA,Tennessee
RAIO,RADIOIO INC,Pink No Information,0.010900,2.424400,0,Common Stock,USA,New York
RCCB,ROCHESTER CMNTY BASEBALL,Pink No Information,348.950000,6.923100,0,Common Stock,USA,New York
RVDO,RIVERDALE OIL & GAS CORP,Pink No Information,0.006900,71.951600,0,Common Stock,USA,Texas
OPHI,ORGANIC PLANT HEALTH,Pink No Information,0.013000,296.720500,2000,Common Stock,USA,Arizona
GLLA,GILLA INC,Pink No Information,0.015000,41.647700,59527,Common Stock,USA,Florida
CZNB,CITIZENS BANCORP (CA),Pink No Information,0.008000,560.926500,0,Common Stock,USA,California
BCII,BLOCKCHAIN INDUSTRIES INC,Pink No Information,2.410000,84.122200,1306,Common Stock,USA,California
RNVT,RENOVATE NEIGHBORHOODS,Pink No Information,0.040000,53.236900,0,Common Stock,USA,Florida
ELAMF,ELAMEX S.A. DE C.V.,Pink No Information,6.000000,47.901300,600,Foreign Ordinary Shares,USA,Texas
RBCL,RBC LIFE SCIENCES INC,Pink No Information,0.104000,0.000000,0,Common Stock,USA,Texas
CRRSQ,CORPORATE RESOURCE SVCS,Pink No Information,0.000100,63.644100,0,Common Stock,USA,New York
TNKY,TN-K ENERGY GROUP INC,Pink No Information,0.001640,0.894500,0,Common Stock,USA,Tennessee
NEVE,NEVO ENERGY INC,Pink No Information,0.010000,0.000000,0,Common Stock,USA,California
TRAC,TRACK DATA CORP INC,Pink No Information,35.750000,12.646400,1,Common Stock,USA,New York
HLCN,HOLOCO INC,Pink No Information,0.070000,8.940000,0,Common Stock,USA,New Jersey
UNDR,UNDERSEA RECOVERY CORP,Pink No Information,0.001900,53.482700,0,Common Stock,USA,Georgia
IKMA,MEDTINO INC,Pink No Information,0.050000,96.417600,5000,Common Stock,USA,Florida
AACS,AMER COMMERCE SOLTNS INC,Pink No Information,0.001280,1.800900,0,Common Stock,USA,Florida
WIRX,WIRELESS XCESSORIES GRP,Pink No Information,0.015000,84.622400,0,Common Stock,USA,Pennsylvania
BNYN,BANYAN CORP (ORE),Pink No Information,0.000200,0.000600,0,Common Stock,USA,Florida
PTTTS,PALMETTO REAL EST TR SBI,Pink No Information,7.130000,0.144800,0,Fund,USA,South Carolina
ANMP,ANACOM INC NEW,Pink No Information,0.900000,289.119200,0,Common Stock,USA,California
EVSP,ENVIRONMENTAL SVC PRO INC,Pink No Information,0.001600,25.143500,0,Common Stock,USA,California
ASFZ,ASSOCIATES FIRST CAP,Pink No Information,0.002000,713.218300,266092,Other Security Type,USA,Texas
EASB,EASTON BANCORP INC (MD),Pink No Information,0.000000,0.000000,0,Common Stock,USA,Maryland
APVS,APPLIED VISUAL SCI INC,Pink No Information,0.002510,108.873700,42540,Common Stock,USA,Virginia
UNMK,TRITENT INTL AGRICULTURE,Pink No Information,0.002500,16.913100,0,Common Stock,USA,Illinois
INTP,INTEGRATED PHARMS INC,Pink No Information,0.001200,0.000000,0,Common Stock,USA,Arizona
SNMN,SNM GLOBAL HOLDINGS,Pink No Information,0.000700,198.992900,18110389,Common Stock,USA,Florida
GNMP,GENERAL CHEMICAL GRP INC,Pink No Information,0.010000,856.327300,0,Common Stock,USA,New Jersey
BIONQ,BIONITROGEN HLDGS CORP,Pink No Information,0.000490,370.078100,23000,Common Stock,USA,Florida
NHLI,NOUVEAU HOLDINGS LTD,Pink No Information,0.002500,13.159800,0,Common Stock,USA,New York
ULGX,UROLOGIX INC,Pink No Information,0.003600,69.218900,20470,Common Stock,USA,Minnesota
DROP,FUSE SCIENCE INC,Pink No Information,0.001600,62.970300,415,Common Stock,USA,New York
BBUCQ,BIG BUCK BRWRY&STKHSE,Pink No Information,0.008000,859.598900,0,Common Stock,USA,Michigan
ATWT,ATWEC TECHS INC,Pink No Information,0.050000,44.388200,0,Common Stock,USA,Tennessee
RFNS,RELIANT FINCL SVC CORP,Pink No Information,0.001000,0.236600,0,Common Stock,USA,Florida
ATOR,ASTOR EXPLORATIONS CORP,Pink No Information,1.250000,0.000000,0,Common Stock,USA,Florida
BDCM,BROADCAST MKTNG GROUP INC,Pink No Information,0.005200,0.000000,0,Common Stock,USA,North Carolina
AIGI,ARTISTMSS INTL GROUP INC,Pink No Information,0.100000,423.517300,0,Common Stock,USA,California
FLTT,FLINT TELECOM GRP INC,Pink No Information,0.001300,39.238700,0,Common Stock,USA,Kansas
TDEYD,JMD PROPERTIES INC,Pink No Information,0.300000,266.944500,340,Common Stock,USA,New York
RGBOQ,REGEN BIOLOGICS INC NEW,Pink No Information,0.004900,427.017600,968910,Common Stock,USA,New Jersey
ALGC,ALGIERS BANCORP INC,Pink No Information,0.000000,,0,Common Stock,USA,Louisiana
NVGT,NOVAGANT CORP,Pink No Information,0.004500,48.991200,20200,Common Stock,USA,California
TGCM,TRANS-GLOBAL CAP MGMT INC,Pink No Information,0.010000,0.261600,0,Common Stock,USA,Illinois
NOXL,NOXEL CORP,Pink No Information,0.034400,44.965800,0,Common Stock,USA,California
LNXW,LENOX WEALTH MGMT INC,Pink No Information,0.000000,,0,Common Stock,USA,Ohio
RAFA,RAFARMA PHARMA (WY),Pink No Information,0.010000,60.887700,0,Common Stock,USA,Utah
PDMI,PARADIGM MED INDUS INC,Pink No Information,0.000100,14.371400,0,Common Stock,USA,Utah
KNOS,KRONOS ADVANCED TECHS INC,Pink No Information,0.002800,59.942200,1102206,Common Stock,USA,Massachusetts
MMTC,MICRO IMAGING TECH INC,Pink No Information,0.160000,112.240100,20300,Common Stock,USA,California
OICT,OICINTRA INC,Pink No Information,8.000000,6.164400,0,Common Stock,USA,Nevada
BLAB,BIO LAB NATURALS INC CO,Pink No Information,0.007000,0.000000,0,Common Stock,USA,Florida
AMIN,AMERICAN INTL INDUS INC,Pink No Information,0.081000,387.158800,10100,Common Stock,USA,Texas
EFLI,CELL TECH INTL INC,Pink No Information,0.021000,0.000000,0,Common Stock,USA,Oregon
TLPC,TELPAC INDUSTRIES INC,Pink No Information,0.009000,288.307400,0,Common Stock,USA,California
CRWE,CROWN EQUITY HLDGS INC,Pink No Information,2.100000,1.794600,0,Common Stock,USA,Nevada
TSYI,TERRA SYSTEMS INC,Pink No Information,0.001300,22.910200,0,Common Stock,USA,Utah
LGBI,CANNABIZ MOBILE INC,Pink No Information,0.000500,17.185900,195000,Common Stock,USA,Massachusetts
WOWI,METRO ONE TELECOMMUNS INC,Pink No Information,0.020000,212.146200,1000,Common Stock,USA,Oregon
BSTK,BRITE-STRIKE TACTICAL INC,Pink No Information,0.003100,36.476300,0,Common Stock,USA,Massachusetts
CRTL,CARTEL BLUE INC,Pink No Information,0.002500,56.993800,0,Common Stock,USA,California
ERHE,ERHC ENERGY INC,Pink No Information,0.000400,71.137900,1000000,Common Stock,USA,Texas
MPHD,MEDIA PAL HOLDINGS CORP,Pink No Information,0.003500,141.345100,240,Common Stock,USA,Florida
GRLF,GREEN LEAF INNOVATNS INC,Pink No Information,0.000200,64.152800,6215000,Common Stock,USA,Georgia
MCAP,MANGO CAPITAL INC,Pink No Information,0.018000,30.560300,0,Common Stock,USA,New Jersey
ABPR,AIRBORNE SEC & PROT SVCS,Pink No Information,0.000400,3.456600,0,Common Stock,USA,Florida
PEGX,PEGAGUS COMPANIES INC,Pink No Information,250.000000,0.000000,0,Common Stock,USA,Pennsylvania
EQTL,EQUITECH INTL CORP,Pink No Information,0.010000,30.231800,0,Common Stock,USA,Florida
PGUZ,PEGASUS PHARMS INC,Pink No Information,0.004330,0.000000,0,Common Stock,USA,Florida
BXLC,BEXIL CORP,Pink No Information,9.760000,49.798600,0,Common Stock,USA,New Hampshire
ASFX,AMERICAN SCIENTFC RES,Pink No Information,0.000900,74.297800,751000,Common Stock,USA,Florida
DGRI,DUTCH GOLD RESOURCES INC,Pink No Information,0.000100,136.553600,120000,Common Stock,USA,Georgia
CASG,CANADIAN AEROSPCE GP INTL,Pink No Information,0.001530,10.026400,0,Common Stock,USA,Utah
JAGR,GREEN STREET CAPITAL CORP,Pink No Information,0.001600,879.120700,0,Common Stock,USA,Florida
ZCBD,BODY BASICS INC,Pink No Information,0.325000,25.536400,0,Common Stock,USA,California
ENCW,ENCHANTED WORLD INC,Pink No Information,0.025000,172.572300,0,Common Stock,USA,Nevada
FSMEM,FRESENIUS MED CRE HLD 6PR,Pink No Information,0.000000,0.000000,0,Preferred Stock,USA,Tennessee
FSMEN,FRESENIUS MED CRE HL B PR,Pink No Information,0.000000,0.000000,0,Preferred Stock,USA,Tennessee
FSMEO,FRESENIUS MED CRE HL A PR,Pink No Information,0.000000,0.000000,0,Preferred Stock,USA,Tennessee
ASZP,JV GROUP INC,Pink No Information,0.021000,879.036500,0,Common Stock,USA,Colorado
ALLN,ALLIN CORP,Pink No Information,0.000000,0.000000,0,Common Stock,USA,Pennsylvania
GLBH,GLOBALTECH HLDGS INC,Pink No Information,0.100000,0.000000,0,Common Stock,USA,Georgia
VUOC,VU1 CORP,Pink No Information,0.003300,135.027300,0,Common Stock,USA,California
CNDL,CANDLEWOOD HOTEL CO INC,Pink No Information,0.009100,163.114300,0,Common Stock,USA,Kansas
DRWN,A CLEAN SLATE INC,Pink No Information,0.000100,0.154200,0,Common Stock,USA,Texas
TUXS,TUXIS CORP,Pink No Information,3.555000,0.000000,0,Common Stock,USA,New York
PCSO,PROTECTIVE CAP STRCTURES,Pink No Information,0.012600,168.705300,0,Common Stock,USA,Delaware
AVXT,AVAX TECHS INC,Pink No Information,0.001700,100.265100,0,Common Stock,USA,Pennsylvania
MVEN,THEMAVEN INC,Pink No Information,0.600000,61.850700,11000,Common Stock,USA,Washington
NEOM,NEOMEDIA TECHS INC,Pink No Information,0.000100,13.992000,4,Common Stock,USA,Colorado
GEGR,GAENSEL ENERGY GROUP INC,Pink No Information,0.065000,0.000000,0,Common Stock,USA,Utah
ENTI,ENCOUNTER TECHS INC,Pink No Information,0.000100,183.870100,0,Common Stock,USA,Florida
BCAP,BARON CAPITAL ENTERPRISE,Pink No Information,0.000100,14.690800,0,Common Stock,USA,Florida
QRSM,QRS MUSIC TECHS INC,Pink No Information,0.300000,2.599900,0,Common Stock,USA,Pennsylvania
NBRY,NEWBERRY SPECIALTY BAKERS,Pink No Information,0.002100,0.000000,0,Common Stock,USA,Texas
ITNF,INTERNET INFINITY INC,Pink No Information,0.070000,75.452500,0,Common Stock,USA,California
ETER,ENTERRA CORPORATION,Pink No Information,0.030000,21.018800,0,Common Stock,USA,New York
SONT,SEEN ON SCREEN TV INC,Pink No Information,0.000600,158.526500,0,Common Stock,USA,Washington
DGIF,DIGITAL INFO SECURITY,Pink No Information,0.077000,0.042300,0,Common Stock,USA,Colorado
BBAL,NEW YORK HEALTH CARE INC,Pink No Information,0.002500,0.000000,0,Common Stock,USA,New York
EMPS,EMP SOLUTIONS INC,Pink No Information,0.010000,0.000000,0,Common Stock,USA,Ohio
FPFI,FRESH PROMISE FOODS INC,Pink No Information,0.000200,99.044300,4650000,Common Stock,USA,Georgia
SUNC,SUNCAST SOLAR ENERGY INC,Pink No Information,0.001500,14.520500,0,Common Stock,USA,Colorado
EFTB,EFT HOLDINGS INC,Pink No Information,0.015100,60.736400,0,Common Stock,USA,California
PRMO,PROM RESOURCES INC,Pink No Information,0.000100,0.000000,0,Common Stock,USA,Florida
MDSYF,MODSYS INTERNATIONAL LTD,Pink No Information,1.120000,23.998500,1640,Foreign Ordinary Shares,USA,Texas
VCST,VIEWCAST.COM INC,Pink No Information,0.003720,2.417300,0,Common Stock,USA,Texas
SPBV,SPORTS POUCH BEV CO INC,Pink No Information,0.001000,0.012900,0,Common Stock,USA,California
EWRC,EWORLD COMPANIES INC,Pink No Information,0.000400,122.385200,0,Common Stock,USA,California
SKVY,SENTRY TECH CORP,Pink No Information,0.004200,39.155800,2950,Common Stock,USA,New York
ARHI,AMERICAN RESTAURANT HLDGS,Pink No Information,2.200000,0.000000,0,Common Stock,USA,California
GWYT,GREENWAY TECHNOLOGY,Pink No Information,0.000800,1.029000,0,Common Stock,USA,Nevada
ITKG,INTEGRAL TECHS INC,Pink No Information,0.048000,32.146300,34000,Common Stock,USA,Indiana
COUV,CORPORATE UNIVERSE INC,Pink No Information,0.000300,0.000000,0,Common Stock,USA,New York
ILST,INTL STAR INC,Pink No Information,0.000200,16.161700,0,Common Stock,USA,
NMGC,NEOMAGIC CORP,Pink No Information,0.012000,124.330100,0,Common Stock,USA,California
PRPM,PROTEK CAPITAL INC,Pink No Information,0.000100,0.000000,0,Common Stock,USA,Wyoming
CTGSP,CONN NATURAL GAS 8 PFD,Pink No Information,6.000000,0.000000,0,Preferred Stock,USA,Connecticut
UDHI,UNION DENTAL HOLDINGS INC,Pink No Information,0.001700,86.110900,0,Common Stock,USA,Florida
SRSN,STRATEGIC RES INTL INC,Pink No Information,0.030000,0.000000,0,Common Stock,USA,Washington
UNVC,UNIVEC INC,Pink No Information,0.002300,44.717700,4659739,Common Stock,USA,Maryland
HRTT,HEART TRONICS INC,Pink No Information,0.000500,20.454500,0,Common Stock,USA,California
EATR,EASTERN ASTERIA INC,Pink No Information,0.000100,703.183100,20505000,Common Stock,USA,Florida
BPIGF,BPI ENERGY HOLDINGS INC,Pink No Information,0.001400,250.869400,169000,Foreign Ordinary Shares,USA,Ohio
TNTC,TINTIC STANDARD GLD MNS,Pink No Information,0.060000,900.000000,10000,Common Stock,USA,Idaho
PRVU,PREVU INC,Pink No Information,0.002500,0.000000,0,Common Stock,USA,Minnesota
NXSI,NEXIS INTL INDUS INC,Pink No Information,0.010000,0.309200,0,Common Stock,USA,Washington
XTPT,XTRA ENERGY CORP,Pink No Information,0.003900,0.000000,0,Common Stock,USA,Idaho
ZEON,ZEONS CORP,Pink No Information,2.250000,17.754800,0,Common Stock,USA,Texas
ACBCQ,ALBINA COMMUNITY BNCRP,Pink No Information,0.030000,0.000000,0,Common Stock,USA,Oregon
THDS,3DSHOPPING.COM,Pink No Information,0.007500,0.000000,0,Common Stock,USA,Virginia
NXCN,NXCHAIN INC,Pink No Information,1.550000,0.000000,0,Common Stock,USA,California
FLST,FUELSTREAM INC,Pink No Information,0.000980,35.503800,0,Common Stock,USA,Utah
DBMG,DBM GLOBAL INC,Pink No Information,45.150000,0.000000,0,Common Stock,USA,Arizona
IDIG,INTL DIGITAL HOLDING INC,Pink No Information,0.008000,0.000000,0,Common Stock,USA,Florida
BPCP,BISHOP CAPITAL CORP,Pink No Information,61.000000,900.000000,0,Common Stock,USA,Wyoming
GAMN,GREAT AMER FOOD CHAIN INC,Pink No Information,0.011200,0.000000,0,Common Stock,USA,Texas
NTCI,NUTECH INC,Pink No Information,0.001880,0.000000,0,Common Stock,USA,Texas
PROT,PROTEONOMIX INC,Pink No Information,0.010000,90.918800,0,Common Stock,USA,New Jersey
SGCP,SIERRA GOLD CORP,Pink No Information,0.000100,61.059500,4760062,Common Stock,USA,Colorado
USGA,US GLOBAL NANOSPACE INC,Pink No Information,0.000700,4.771100,0,Common Stock,USA,Nevada
PNVL,PRINEVILLE BANCORPORATION,Pink No Information,0.003000,0.000000,0,Common Stock,USA,Oregon
TMGY,TERMINUS ENERGY INC,Pink No Information,0.000700,0.000000,0,Common Stock,USA,California
NTFY,NOTIFY TECHNOLOGY CORP,Pink No Information,4.350000,326.540800,0,Common Stock,USA,California
TLED,LIGHT ENGINE DESIGN CORP,Pink No Information,0.029500,65.773800,0,Common Stock,USA,Arizona
FPWM,1ST PRESTIGE WEALTH MGMT,Pink No Information,0.150000,6.695000,0,Common Stock,USA,Nevada
SEYE,SIGNATURE EYEWEAR INC,Pink No Information,0.025000,223.024700,0,Common Stock,USA,California
MCIC,MULTICORP INTL INC,Pink No Information,0.002100,42.048800,0,Common Stock,USA,California
MGCV,MGC VENTURES INC,Pink No Information,0.027000,0.000000,0,Common Stock,USA,Washington
BMRK,BENCHMARK ENERGY CORP,Pink No Information,0.028000,119.188400,0,Common Stock,USA,Texas
TGLP,TONGLI PHARMS (USA) INC,Pink No Information,0.030000,0.000000,0,Common Stock,USA,New York
CNWT,CISTERA NETWORKS INC,Pink No Information,0.012000,0.000000,0,Common Stock,USA,Texas
HIUH,HERO INTL USA HLDG  CORP,Pink No Information,0.000000,0.000000,0,Common Stock,USA,California
KNBA,KINBASHA GAMING INTL INC,Pink No Information,0.110000,0.000000,0,Common Stock,USA,Nevada
AMCY,ACS GLOBAL INC,Pink No Information,1.050000,0.302300,0,Common Stock,USA,New Jersey
NOUV,NOUVEAU LIFE PHARMS INC,Pink No Information,0.000500,26.578300,20512025,Common Stock,USA,Texas
BRAV,BRAVADA INTL LTD,Pink No Information,0.000500,123.924100,0,Common Stock,USA,California
GEVI,GENERAL ENVIR MGMT INC,Pink No Information,0.007100,114.896600,166,Common Stock,USA,California
GBEI,GREAT BASIN ENERGIES INC,Pink No Information,0.030000,2.992800,0,Common Stock,USA,Washington
CBIS,CANNABIS SCIENCE INC,Pink No Information,0.036900,68.999600,3262888,Common Stock,USA,California
VYDR,VYDROTECH INC,Pink No Information,0.002000,3.045200,25000,Common Stock,USA,Texas
RESS,RENEWABLE ENERGY SLTNS,Pink No Information,0.002000,0.000000,0,Common Stock,USA,New York
MISM,MISSION MINING CO,Pink No Information,0.002600,16.770200,10000,Common Stock,USA,Florida
CNHC,CHINA HEALTH MGMT CORP,Pink No Information,0.017000,10.936100,16000,Common Stock,USA,Nevada
ECTE,ECHO THERAPEUTICS INC,Pink No Information,0.001100,48.948300,702,Common Stock,USA,New Jersey
DIGI,DIGITILITI INC,Pink No Information,0.005500,110.983400,191000,Common Stock,USA,Minnesota
GWIO,GREAT WESTERN IRON ORE PP,Pink No Information,0.010000,0.000000,0,Common Stock,USA,Nevada
ENHT,ENHERENT CORP,Pink No Information,0.001300,57.740500,0,Common Stock,USA,New Jersey
ISBH,ISBRE HOLDING CORP,Pink No Information,0.006850,0.000000,0,Common Stock,USA,New Jersey
BRCOQ,BEARD CO,Pink No Information,0.001000,0.985300,0,Common Stock,USA,Oklahoma
